model_name,model_kind,oos_sharpe_mean,oos_sharpe_std,oos_ic_mean,oos_ic_std,oos_dir_acc_mean,oos_dir_acc_std,oos_sharpe_chained,oos_cagr_chained,oos_max_dd,oos_win_rate,oos_ic_chained,train_time_avg,test_time_avg,n_windows,leakage_suspect,_selection_metric
XGBClassifier,classifier,1.3586628443906839,1.130505114648557,0.005811650742593555,0.021423145194550602,0.5215268630397505,0.015389881561891541,1.1122671620797142,0.2800446649287831,-0.3767984530686534,0.5354017501988863,-0.0037717748021990553,0.12312759575070231,0.001716351851428044,20,False,1.1122671620797142
Ridge,regressor,1.3650535122982164,1.0943116058657556,0.015748523365340432,0.02363000528143457,0.5156821533445163,0.01599653191141964,1.0407985082026567,0.39484062523784735,-0.6127174543585413,0.5485282418456643,0.0004136358013815592,0.037225654151188795,0.0008174542002961971,20,False,1.0407985082026567
XGBRegressor,regressor,1.387871707558825,1.289269601500342,0.02170491102965466,0.017371572777605784,0.5216807882892229,0.015581435879384908,1.020418786115923,0.3613770776070422,-0.5705263478152606,0.5369928400954654,0.009674936118297011,0.11693670620079502,0.0018080686997564044,20,False,1.020418786115923
ShortXGB,short_classifier,1.2584052354522286,1.1465942569509098,0.005788580723248206,0.02155993112171618,0.52272220724471,0.01589219107063253,0.996472140403102,0.24267690121324503,-0.32481915413649326,0.5377883850437549,-0.00401401878916046,0.12608022289932705,0.0018406312494334998,20,False,0.996472140403102
GradientBoostingClassifier,classifier,1.2307853892935467,1.0819976394291566,0.004071876187393337,0.02122414059798233,0.5216971595571251,0.015463937550152499,0.9779005112920611,0.24715375980238385,-0.33279299368335136,0.5429594272076372,-0.005026105302216562,19.97339997704912,0.006635883200578974,20,False,0.9779005112920611
RandomForestClassifier,classifier,1.1279204567279482,1.1487995592894609,0.000714966663586058,0.02275256413096265,0.5231764592331045,0.015962314018753587,0.9272256668760951,0.20255922996043663,-0.3530822915502538,0.5417661097852029,-0.008812348575243864,0.7425765602998581,0.01335274584889703,20,False,0.9272256668760951
ShortLogistic,short_classifier,1.0703592596007634,1.2060760642363213,-0.000722914361141389,0.029219623628995335,0.522171708510184,0.01574601611489745,0.754201841838867,0.18599519874030856,-0.4990348835704409,0.5389817024661894,-0.01438161452031819,0.08937764154979959,0.0016844540503370808,20,False,0.754201841838867
LogisticRegression,classifier,1.070082950371347,1.2451079244294934,4.484785125388919e-06,0.028917589043039867,0.5207526969071397,0.015171302846520492,0.7283262670488003,0.17969639602352983,-0.5093886136342624,0.5469371519490851,-0.013486392413352014,0.0843024770496413,0.0013922708509198855,20,False,0.7283262670488003
RidgeClassifier,classifier,1.0647959643622582,1.2610289548653455,-3.518399410455831e-05,0.028901091549485353,0.5207991802536579,0.015126923691446708,0.7135029642486193,0.17413675675984308,-0.5117901899814881,0.543357199681782,-0.013550817845816318,0.04364198330004001,0.0010229521994915558,20,False,0.7135029642486193
