total_bps,total_return,gross_return,net_return,sharpe_ratio,max_drawdown,win_rate,total_trades,total_transaction_costs,average_cost_per_trade,final_capital
1.0,3.8044024,2.5138796327977007,3.8044024,0.6123330936693947,-0.17088855793191582,0.45890850722311394,6230,20012.46,3.21,480440.24
