Date,Open,High,Low,Close,Volume
2020-10-01,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,88698700
2020-10-02,331.70001220703125,337.010009765625,331.19000244140625,333.8399963378906,89431100
2020-10-05,336.05999755859375,339.9599914550781,336.010009765625,339.760009765625,45713100
2020-10-06,339.9100036621094,342.1700134277344,334.3800048828125,334.92999267578125,90128900
2020-10-07,338.1199951171875,341.6300048828125,338.0899963378906,340.760009765625,56999600
2020-10-08,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,45242500
2020-10-09,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,59528600
2020-10-12,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,80388500
2020-10-13,352.2799987792969,352.4700012207031,349.0899963378906,350.1300048828125,73255500
2020-10-14,350.75,351.92999267578125,347.1400146484375,347.92999267578125,57727900
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,60357700
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,89501900
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,68425600
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,60051900
2020-10-21,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,63575000
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,55399300
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,49143900
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,91473000
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,65994100
2020-10-28,332.1000061035156,338.25,326.1300048828125,326.6600036621094,127094300
2020-10-29,326.9100036621094,333.3999938964844,325.0899963378906,329.9800109863281,90597700
2020-10-30,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,120287300
2020-11-02,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,86068300
2020-11-03,333.69000244140625,338.25,330.2900085449219,336.0299987792969,93294200
2020-11-04,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,126959700
2020-11-05,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,82039700
2020-11-06,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,74973000
2020-11-09,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,172304200
2020-11-10,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,85552000
