ticker,score
ADBE,1.35289697379538
NKE,1.0409260652693486
AVGO,0.9133594716273925
INTC,0.896558891322784
NVDA,0.805306712871568
AMD,0.7878723700900379
ABBV,0.7001448156607126
BAC,0.5119400859675473
ORCL,0.4511247557402907
GOOG,0.41725318342806744
PFE,0.4043029630364629
MSFT,0.3866414198083177
META,-0.7528938060143499
