ticker,score
VRT,2.0706087338221693
VLO,1.8761451841605101
CF,1.5756893080571455
QCOM,1.4646169807305487
ODFL,1.4556046655322419
AMAT,1.4545640970449438
ADP,1.4424038013489395
UPS,1.427875781629078
ABT,1.4169275427244523
COHR,1.401720089455777
SATS,1.4008697096360923
LYB,1.3024460407938245
BX,1.270317945635057
LRCX,1.2483228316963817
DVN,1.2463570359965843
