ticker,score
SMCI,2.0161200116152043
PLTR,1.4738192831956016
CCL,1.4407339819561755
MRNA,1.1895959034813002
PANW,1.1308046858713698
APA,1.1054487316849064
TSLA,1.1010636454416036
MU,1.100243704553526
TTD,1.0953106308967886
CARR,1.082271825871817
MCHP,1.0753590833106115
AMAT,0.9557754181070923
EXC,0.9025097454896283
MOS,0.885490385149388
SW,0.8747909357298529
XYZ,0.8737693408028517
CNC,0.853681204907309
UBER,0.8484576084481743
DELL,0.8481176941895885
HAL,0.8449818663001357
COHR,0.8377856188777926
LRCX,0.8286163658620828
NOW,0.7977271610486144
HOOD,0.7781703418910054
USB,0.7765740486257708
KEY,0.768276211900417
BX,0.7480384363389234
COIN,0.7233880931540363
TFC,0.7210526806038372
CSX,0.7086821045136443
CPRT,0.7071417136207748
WDC,0.7027051601314134
NCLH,0.6891367960005241
PYPL,0.6874105434019739
FTNT,0.6812723358664552
EQT,0.6799519195336841
HBAN,0.6713690814133082
CRH,0.6644051998955067
SCHW,0.6556080939347512
F,0.6537400307383162
FITB,0.6411040414999984
LUV,0.6373838201610684
KKR,0.6356183960670904
WMB,0.6292238011296749
INVH,0.6107086751927356
ANET,0.6079186362329785
GM,0.596032685722508
CSGP,0.594665679105344
PSKY,0.5890574621601835
BMY,0.5874194035977492
CSCO,0.5822083870873327
SATS,0.5801680582274454
QCOM,0.5797395949701288
WBD,0.5761503175565038
COP,0.5749355304213148
FCX,0.5721927260532411
GOOGL,0.5712545507252976
NEM,0.5456483296086219
ORLY,0.5415386125715625
SBUX,0.5259817639994022
PG,0.5205774039812624
KMI,0.5154740357205989
BKR,0.5141294471995721
IP,0.511347337411656
FAST,0.510838344083857
SLB,0.4968605788936185
UPS,0.4891288516776058
WY,0.4889575771212613
V,0.4832960503436966
ON,0.479782778867774
CMCSA,0.4712810108308747
VRT,0.46779690708701877
HST,0.4484052942555572
DVN,0.4431868733150011
NFLX,0.4404318044740974
CTRA,0.4371901923546375
TSCO,0.42195901840638056
RF,0.4073872332376911
MRK,0.3865849821771873
VTRS,0.3864137330486132
D,0.3756394968237442
NEE,0.3624898444909998
WFC,0.34502726621718705
DOC,0.34355677224181264
GILD,0.32764049761867087
BSX,0.3222206776393844
TGT,0.3157677114578951
PCG,0.3103900388140521
LYB,0.30043341090729847
DAL,-0.30753799833586953
