ticker,score
INTC,1.4756754442892972
AMD,1.406708359031625
AVGO,1.4028451328629647
UNH,1.246374108130019
ORCL,1.0488017402064294
AMZN,0.845695508198703
NVDA,0.8233420096459971
NKE,0.8114872669345506
GOOG,0.691037541415882
BAC,0.6500938640494335
MSFT,0.5642760885442324
META,0.5291268945836826
LLY,0.4789612110776913
JPM,0.47613730762227663
JNJ,-0.7869492974311197
