ticker,signal,direction,signal_date,entry_date,exit_date,planned_exit_date,actual_exit_date,entry_price,exit_price,position_size,entry_book_equity,shares,return,pnl,adjusted_score,confidence,regime,entry_cost,exit_cost,total_cost,impact_entry_cost,gross_return,net_return,holding_days,planned_holding_days,actual_holding_days,exit_reason
GILD,Bullish,1,2019-07-22,2019-07-23,2019-07-30,2019-07-26,2019-07-30,65.07,67.09,5595.57,101844.82,85.9931,0.031043,173.68,0.656,Medium,Bull,0.02,0.0,0.02,0.02,0.031043,0.03104,7,3,7,expiry
NOW,Bullish,1,2019-07-22,2019-07-23,2019-07-25,2019-07-26,2019-07-25,59.004,57.2339,2606.23,101844.77,44.1703,-0.03,-78.19,0.5633,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,2,3,2,stop_loss
WMB,Bullish,1,2019-07-29,2019-07-30,2019-08-05,2019-08-02,2019-08-05,24.68,23.9396,7203.77,102961.06,291.887,-0.03,-216.16,0.7875,Medium,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030007,6,3,6,stop_loss
FISV,Bullish,1,2019-07-29,2019-07-30,2019-08-05,2019-08-02,2019-08-05,102.78,99.6966,4017.97,102961.13,39.0929,-0.03,-120.55,0.8771,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,6,3,6,stop_loss
SCHW,Bullish,1,2019-07-29,2019-07-30,2019-08-01,2019-08-02,2019-08-01,43.31,42.0107,4807.86,102960.91,111.0103,-0.03,-144.25,0.5422,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,2,3,2,stop_loss
UAL,Bullish,1,2019-07-29,2019-07-30,2019-08-01,2019-08-02,2019-08-01,92.83,90.0451,4431.45,102960.93,47.7372,-0.03,-132.96,-0.5698,High,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,2,3,2,stop_loss
NKE,Bullish,1,2019-07-29,2019-07-30,2019-08-01,2019-08-02,2019-08-01,86.82,84.2154,4269.65,102960.97,49.1781,-0.03,-128.1,-0.5944,High,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,2,3,2,stop_loss
SBUX,Bullish,1,2019-07-29,2019-07-30,2019-07-31,2019-08-02,2019-07-31,97.5,94.575,4929.98,102960.95,50.5639,-0.03,-147.91,0.581,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,1,3,1,stop_loss
TXN,Bullish,1,2019-07-29,2019-07-30,2019-07-31,2019-08-02,2019-07-31,128.19,124.3443,3304.37,102960.95,25.7771,-0.03,-99.14,0.5814,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,1,3,1,stop_loss
VZ,Bullish,1,2019-07-29,2019-07-30,2019-07-31,2019-08-02,2019-07-31,57.31,55.5907,10296.1,102961.01,179.6563,-0.03,-308.93,-0.5996,High,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030004,1,3,1,stop_loss
NEM,Bullish,1,2019-07-29,2019-07-30,2019-07-31,2019-08-02,2019-07-31,37.8,36.666,10296.11,102961.12,272.3839,-0.03,-308.95,0.8415,Medium,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030006,1,3,1,stop_loss
CTRA,Bullish,1,2019-07-29,2019-07-30,2019-08-01,2019-08-02,2019-08-01,19.09,18.5173,10296.12,102961.23,539.3464,-0.03,-308.98,0.9453,Low,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030009,2,3,2,stop_loss
EXC,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,31.7689,32.4679,5103.81,101044.67,160.6543,0.022003,112.27,0.683,High,Bull,0.03,0.0,0.03,0.03,0.022003,0.021997,7,3,7,expiry
TSCO,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,20.634,20.848,2520.19,101044.53,122.1378,0.010371,26.12,-0.5913,Medium,Bull,0.02,0.0,0.02,0.02,0.010371,0.010365,7,3,7,expiry
TGT,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,81.16,84.24,4575.12,101044.57,56.3716,0.03795,173.6,0.6183,Medium,Bull,0.02,0.0,0.02,0.02,0.03795,0.037945,7,3,7,expiry
KO,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,51.87,53.5,4623.93,101044.62,89.1446,0.031425,145.29,0.6508,Medium,Bull,0.02,0.0,0.02,0.02,0.031425,0.031421,7,3,7,expiry
TXN,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,118.36,123.34,1598.94,101044.68,13.5091,0.042075,67.27,0.6861,Medium,Bull,0.0,0.0,0.0,0.0,0.042075,0.042073,7,3,7,expiry
LYB,Bullish,1,2019-08-05,2019-08-06,2019-08-07,2019-08-09,2019-08-07,77.17,74.8549,3936.1,101044.5,51.0056,-0.03,-118.1,0.5877,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,1,3,1,stop_loss
NEM,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,37.28,37.66,5103.84,101045.28,136.9056,0.010193,51.99,0.754,Medium,Bull,0.03,0.0,0.03,0.03,0.010193,0.010187,7,3,7,expiry
SBUX,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,94.31,96.63,2432.92,101045.29,25.797,0.0246,59.84,0.8488,Medium,Bull,0.01,0.0,0.01,0.01,0.0246,0.024597,7,3,7,expiry
FCX,Bullish,1,2019-08-05,2019-08-06,2019-08-09,2019-08-09,2019-08-09,10.1,9.797,2629.59,101044.59,260.3556,-0.03,-78.9,0.6409,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030004,3,3,3,stop_loss
SMCI,Bullish,1,2019-08-05,2019-08-06,2019-08-13,2019-08-09,2019-08-13,1.63,1.7,3887.37,101045.22,2384.8914,0.042945,166.65,0.7263,Medium,Bull,0.29,0.0,0.29,0.29,0.042945,0.04287,7,3,7,expiry
BSX,Bullish,1,2019-08-05,2019-08-07,2019-08-20,2019-08-09,2019-08-20,42.0,42.5,539.0,102253.27,12.8333,0.011905,6.41,-0.5827,High,Bull,0.0,0.0,0.0,0.0,0.011905,0.0119,13,2,13,expiry
ABBV,Bullish,1,2019-08-05,2019-08-09,2019-08-15,2019-08-09,2019-08-15,65.37,63.4089,1748.88,103390.84,26.7536,-0.03,-52.47,-0.5732,High,Bull,0.0,0.0,0.0,0.0,-0.03,-0.030003,6,0,6,stop_loss
CRH,Bullish,1,2019-08-12,2019-08-13,2019-08-20,2019-08-16,2019-08-20,32.1,31.62,657.32,102491.31,20.4774,-0.014953,-9.84,-0.5785,High,Bull,0.01,0.0,0.01,0.01,-0.014953,-0.014972,7,3,7,expiry
PANW,Bullish,1,2019-08-19,2019-08-20,2019-08-27,2019-08-23,2019-08-27,33.1467,33.68,714.97,102422.84,21.5699,0.01609,11.5,1.2462,Medium,Bull,0.0,0.0,0.0,0.0,0.01609,0.016085,7,3,7,expiry
NFLX,Bullish,1,2019-08-19,2019-08-20,2019-08-22,2019-08-23,2019-08-22,30.457,29.5433,1139.68,102422.69,37.4195,-0.03,-34.19,-0.5819,Medium,Bull,0.0,0.0,0.0,0.0,-0.03,-0.030001,2,3,2,stop_loss
SATS,Bullish,1,2019-08-19,2019-08-20,2019-08-27,2019-08-23,2019-08-27,31.9368,32.658,714.97,102422.8,22.387,0.022583,16.13,0.8048,Medium,Bull,0.01,0.0,0.01,0.01,0.022583,0.022565,7,3,7,expiry
MO,Bullish,1,2019-08-26,2019-08-27,2019-08-28,2019-08-30,2019-08-28,51.17,49.6349,3260.75,102554.62,63.7238,-0.03,-97.83,0.7346,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,1,3,1,stop_loss
NEM,Bullish,1,2019-09-03,2019-09-04,2019-09-05,2019-09-09,2019-09-05,40.52,39.3044,5061.77,102216.78,124.9202,-0.03,-151.88,0.6407,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030005,1,5,1,stop_loss
TGT,Bullish,1,2019-09-03,2019-09-04,2019-09-11,2019-09-09,2019-09-11,107.0,108.97,627.51,102216.82,5.8646,0.018411,11.55,0.8423,Low,Bull,0.0,0.0,0.0,0.0,0.018411,0.018409,7,5,7,expiry
CAG,Bullish,1,2019-09-03,2019-09-04,2019-09-11,2019-09-09,2019-09-11,28.58,29.5,1122.04,102216.82,39.2596,0.03219,36.11,0.7072,Medium,Bull,0.01,0.0,0.01,0.01,0.03219,0.032183,7,5,7,expiry
CSGP,Bullish,1,2019-09-10,2019-09-11,2019-09-18,2019-09-16,2019-09-18,58.237,59.109,3453.03,102202.24,59.2928,0.014973,51.68,0.8415,Medium,Bull,0.02,0.0,0.02,0.02,0.014973,0.014967,7,5,7,expiry
MU,Bullish,1,2019-09-10,2019-09-11,2019-09-18,2019-09-16,2019-09-18,50.02,50.48,1772.15,102202.21,35.4289,0.009196,16.29,0.8058,Low,Bull,0.0,0.0,0.0,0.0,0.009196,0.009195,7,5,7,expiry
NEM,Bullish,1,2019-09-10,2019-09-11,2019-09-18,2019-09-16,2019-09-18,38.43,39.05,6422.59,102202.21,167.1243,0.016133,103.58,0.78,Medium,Bull,0.03,0.0,0.04,0.03,0.016133,0.016128,7,5,7,expiry
PYPL,Bullish,1,2019-09-10,2019-09-11,2019-09-18,2019-09-16,2019-09-18,104.15,105.6,2702.36,102202.16,25.9468,0.013922,37.62,0.6816,Medium,Bull,0.01,0.0,0.01,0.01,0.013922,0.01392,7,5,7,expiry
BSX,Bullish,1,2019-09-10,2019-09-11,2019-09-18,2019-09-16,2019-09-18,41.56,42.9,3383.78,102202.16,81.4192,0.032243,109.09,0.6548,Medium,Bull,0.02,0.0,0.02,0.02,0.032243,0.032238,7,5,7,expiry
CCL,Bullish,1,2019-09-10,2019-09-11,2019-09-18,2019-09-16,2019-09-18,49.37,48.84,3623.81,102202.14,73.401,-0.010735,-38.92,-0.5369,Medium,Bull,0.02,0.0,0.02,0.02,-0.010735,-0.01074,7,5,7,expiry
CAG,Bullish,1,2019-09-17,2019-09-18,2019-09-19,2019-09-23,2019-09-19,30.0,29.1,8199.97,102502.64,273.3324,-0.03,-246.07,0.6368,Medium,Bull,0.07,0.0,0.07,0.06,-0.03,-0.030008,1,5,1,stop_loss
VTRS,Bullish,1,2019-09-24,2019-09-25,2019-09-27,2019-09-30,2019-09-27,19.87,19.2739,3130.49,102256.58,157.5484,-0.03,-93.93,0.8799,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030006,2,5,2,stop_loss
KKR,Bullish,1,2019-10-01,2019-10-02,2019-10-03,2019-10-07,2019-10-03,25.81,25.0357,3850.77,102162.58,149.1967,-0.03,-115.55,0.852,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030007,1,5,1,stop_loss
NEM,Bullish,1,2019-10-01,2019-10-02,2019-10-09,2019-10-07,2019-10-09,38.12,38.78,10216.26,102162.64,268.0027,0.017314,176.82,0.9385,Medium,Bull,0.06,0.0,0.06,0.06,0.017314,0.017308,7,5,7,expiry
MU,Bullish,1,2019-10-01,2019-10-02,2019-10-09,2019-10-07,2019-10-09,41.82,42.88,2660.68,102162.56,63.6222,0.025347,67.43,0.7629,Low,Bull,0.0,0.0,0.0,0.0,0.025347,0.025345,7,5,7,expiry
NVDA,Bullish,1,2019-10-08,2019-10-09,2019-10-16,2019-10-14,2019-10-16,4.508,4.8552,2437.03,102291.31,540.6007,0.07703,187.72,0.6964,Medium,Bull,0.0,0.0,0.0,0.0,0.07703,0.077028,7,5,7,expiry
CAG,Bullish,1,2019-10-08,2019-10-09,2019-10-15,2019-10-14,2019-10-15,28.17,27.3249,6078.56,102291.35,215.7812,-0.03,-182.4,0.7956,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030006,6,5,6,stop_loss
NFLX,Bullish,1,2019-10-15,2019-10-16,2019-10-18,2019-10-21,2019-10-18,28.312,27.4626,4478.24,102296.56,158.1747,-0.03,-134.35,0.6171,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,2,5,2,stop_loss
MRK,Bullish,1,2019-10-15,2019-10-16,2019-10-22,2019-10-21,2019-10-22,81.1641,78.7292,7290.93,102296.56,89.8295,-0.03,-218.75,-0.5568,High,Bull,0.03,0.0,0.03,0.02,-0.03,-0.030004,6,5,6,stop_loss
CAG,Bullish,1,2019-10-15,2019-10-16,2019-10-23,2019-10-21,2019-10-23,27.23,27.61,6123.99,102296.67,224.8988,0.013955,85.42,0.9612,Medium,Bull,0.04,0.0,0.04,0.04,0.013955,0.013949,7,5,7,expiry
NEM,Bullish,1,2019-10-15,2019-10-16,2019-10-23,2019-10-21,2019-10-23,37.85,38.38,10229.66,102296.63,270.2685,0.014003,143.17,0.654,Medium,Bull,0.07,0.0,0.07,0.07,0.014003,0.013996,7,5,7,expiry
NOW,Bullish,1,2019-10-22,2019-10-23,2019-10-30,2019-10-28,2019-10-30,43.26,49.99,4032.08,102172.16,93.2056,0.155571,627.26,0.8885,Low,Bull,0.01,0.0,0.01,0.01,0.155571,0.155568,7,5,7,expiry
UPS,Bullish,1,2019-10-22,2019-10-23,2019-10-30,2019-10-28,2019-10-30,115.4,116.88,5374.44,102172.15,46.5723,0.012825,68.9,0.8035,Medium,Bull,0.02,0.0,0.02,0.02,0.012825,0.012821,7,5,7,expiry
LYB,Bullish,1,2019-10-22,2019-10-23,2019-10-30,2019-10-28,2019-10-30,87.84,91.68,3839.24,102172.13,43.7072,0.043716,167.82,0.6971,Medium,Bull,0.02,0.0,0.02,0.02,0.043716,0.043711,7,5,7,expiry
BMY,Bullish,1,2019-10-22,2019-10-23,2019-10-30,2019-10-28,2019-10-30,54.41,56.87,7161.01,102172.11,131.6121,0.045212,323.74,0.6263,High,Bull,0.03,0.0,0.03,0.02,0.045212,0.045209,7,5,7,expiry
TSLA,Bullish,1,2019-10-22,2019-10-23,2019-10-30,2019-10-28,2019-10-30,16.9667,21.0007,4396.86,102172.08,259.147,0.23776,1045.39,0.6,Medium,Bull,0.01,0.0,0.01,0.01,0.23776,0.237759,7,5,7,expiry
BKR,Bullish,1,2019-10-29,2019-10-30,2019-10-31,2019-11-04,2019-10-31,22.53,21.8541,10980.25,104404.87,487.3614,-0.03,-329.53,0.6822,Medium,Bull,0.12,0.0,0.12,0.12,-0.03,-0.030011,1,5,1,stop_loss
KHC,Bullish,1,2019-10-29,2019-10-30,2019-11-06,2019-11-04,2019-11-06,28.1,33.14,12528.63,104405.28,445.8588,0.179359,2247.01,0.7992,High,Bull,0.12,0.0,0.12,0.11,0.179359,0.17935,7,5,7,expiry
CRH,Bullish,1,2019-10-29,2019-10-30,2019-11-06,2019-11-04,2019-11-06,36.93,36.93,12528.62,104405.16,339.2532,-0.0,-0.29,0.7574,Medium,Bull,0.29,0.0,0.29,0.29,-0.0,-2.3e-05,7,5,7,expiry
ABBV,Bullish,1,2019-10-29,2019-10-30,2019-11-06,2019-11-04,2019-11-06,78.51,82.08,12528.57,104404.76,159.5793,0.045472,569.63,0.551,High,Bull,0.06,0.0,0.06,0.06,0.045472,0.045467,7,5,7,expiry
VZ,Bullish,1,2019-11-05,2019-11-06,2019-11-13,2019-11-11,2019-11-13,59.7,59.41,12827.03,106891.92,214.8581,-0.004858,-62.37,-0.5978,High,Bull,0.06,0.0,0.06,0.06,-0.004858,-0.004862,7,5,7,expiry
LRCX,Bullish,1,2019-11-05,2019-11-06,2019-11-13,2019-11-11,2019-11-13,27.646,27.246,7860.67,106891.95,284.3329,-0.014469,-113.77,0.6036,Low,Bull,0.03,0.0,0.03,0.03,-0.014469,-0.014473,7,5,7,expiry
CVS,Bullish,1,2019-11-05,2019-11-06,2019-11-13,2019-11-11,2019-11-13,69.43,72.82,12595.71,106891.87,181.416,0.048826,614.94,0.5784,High,Bull,0.06,0.0,0.06,0.06,0.048826,0.048821,7,5,7,expiry
TSLA,Bullish,1,2019-11-05,2019-11-06,2019-11-13,2019-11-11,2019-11-13,21.2,23.074,10262.76,106892.11,484.0924,0.088396,907.17,0.853,Low,Bull,0.02,0.0,0.02,0.02,0.088396,0.088394,7,5,7,expiry
CTRA,Bullish,1,2019-11-05,2019-11-06,2019-11-13,2019-11-11,2019-11-13,17.98,17.9,12827.05,106892.09,713.4066,-0.004449,-57.21,0.673,Medium,Bull,0.13,0.0,0.13,0.13,-0.004449,-0.00446,7,5,7,expiry
KHC,Bullish,1,2019-11-12,2019-11-13,2019-11-14,2019-11-18,2019-11-14,32.87,31.8839,12981.7,108180.87,394.9408,-0.03,-389.54,1.1295,Low,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030007,1,5,1,stop_loss
QCOM,Bullish,1,2019-11-12,2019-11-13,2019-11-19,2019-11-18,2019-11-19,90.7,87.979,6634.72,108180.37,73.1502,-0.03,-199.06,0.5337,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030003,6,5,6,stop_loss
DOC,Bullish,1,2019-11-12,2019-11-13,2019-11-20,2019-11-18,2019-11-20,33.48,35.09,12981.69,108180.78,387.7447,0.048088,624.13,1.0618,Medium,Bull,0.14,0.0,0.14,0.14,0.048088,0.048077,7,5,7,expiry
KR,Bullish,1,2019-11-12,2019-11-13,2019-11-20,2019-11-18,2019-11-20,27.05,26.59,12981.68,108180.64,479.9141,-0.017006,-220.86,0.7417,Low,Bull,0.1,0.0,0.1,0.1,-0.017006,-0.017013,7,5,7,expiry
ABBV,Bullish,1,2019-11-12,2019-11-13,2019-11-20,2019-11-18,2019-11-20,85.74,87.2,12981.66,108180.54,151.4073,0.017028,221.0,0.7357,Medium,Bull,0.06,0.0,0.06,0.06,0.017028,0.017024,7,5,7,expiry
NOW,Bullish,1,2019-11-12,2019-11-13,2019-11-20,2019-11-18,2019-11-20,50.186,56.6,9073.04,108180.48,180.7882,0.127805,1159.54,0.5916,Low,Bull,0.03,0.0,0.03,0.03,0.127805,0.127801,7,5,7,expiry
CNC,Bullish,1,2019-11-12,2019-11-13,2019-11-20,2019-11-18,2019-11-20,54.8,59.46,12981.65,108180.45,236.8915,0.085036,1103.83,0.5592,Low,Bull,0.08,0.0,0.08,0.08,0.085036,0.08503,7,5,7,expiry
BAX,Bullish,1,2019-11-19,2019-11-20,2019-11-27,2019-11-25,2019-11-27,81.46,82.46,13257.57,110479.76,162.7495,0.012276,162.66,0.7195,Medium,Bull,0.08,0.0,0.08,0.08,0.012276,0.01227,7,5,7,expiry
TSLA,Bullish,1,2019-11-19,2019-11-20,2019-11-22,2019-11-25,2019-11-22,24.0,23.28,13257.59,110479.9,552.3995,-0.03,-397.75,1.2199,Low,Bull,0.03,0.0,0.03,0.02,-0.03,-0.030002,2,5,2,stop_loss
SW,Bullish,1,2019-11-19,2019-11-20,2019-11-27,2019-11-25,2019-11-27,34.84,35.82,13257.56,110479.67,380.527,0.028129,356.39,0.6559,Medium,Bull,16.52,0.0,16.52,16.52,0.028129,0.026882,7,5,7,expiry
AMAT,Bullish,1,2019-11-19,2019-11-20,2019-11-21,2019-11-25,2019-11-21,60.03,58.2291,6902.27,110479.78,114.9803,-0.03,-207.09,0.7571,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030004,1,5,1,stop_loss
KHC,Bullish,1,2019-11-19,2019-11-20,2019-11-21,2019-11-25,2019-11-21,31.15,30.2155,13257.59,110479.88,425.6047,-0.03,-397.82,1.0039,Low,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030007,1,5,1,stop_loss
CTRA,Bullish,1,2019-11-19,2019-11-20,2019-11-21,2019-11-25,2019-11-21,16.8,16.296,13255.58,110463.15,789.0226,-0.03,-397.81,0.4949,Medium,Bull,0.14,0.0,0.14,0.14,-0.03,-0.03001,1,5,1,stop_loss
CTRA,Bullish,1,2019-11-26,2019-11-27,2019-12-05,2019-12-03,2019-12-05,16.0,15.96,13151.63,109596.91,821.9768,-0.0025,-33.01,0.6907,Medium,Bull,0.13,0.0,0.13,0.13,-0.0025,-0.00251,8,6,8,expiry
CNC,Bullish,1,2019-11-26,2019-11-27,2019-12-05,2019-12-03,2019-12-05,60.11,60.02,13151.65,109597.05,218.793,-0.001497,-19.78,0.7464,Low,Bull,0.09,0.0,0.09,0.09,-0.001497,-0.001504,8,6,8,expiry
SMCI,Bullish,1,2019-11-26,2019-11-27,2019-12-05,2019-12-03,2019-12-05,2.101,2.15,13151.79,109598.24,6259.7752,0.023322,305.54,0.7557,Medium,Bull,1.18,0.0,1.19,1.18,0.023322,0.023232,8,6,8,expiry
SCHW,Bullish,1,2019-11-26,2019-11-27,2019-12-05,2019-12-03,2019-12-05,49.59,48.74,6869.73,109598.26,138.5305,-0.017141,-117.78,0.7865,Medium,Bull,0.02,0.0,0.03,0.02,-0.017141,-0.017144,8,6,8,expiry
TSLA,Bullish,1,2019-11-26,2019-11-27,2019-12-05,2019-12-03,2019-12-05,22.0747,22.0247,13151.79,109598.29,595.7868,-0.002265,-29.82,0.8022,Medium,Bull,0.03,0.0,0.03,0.03,-0.002265,-0.002267,8,6,8,expiry
WBD,Bullish,1,2019-11-26,2019-11-27,2019-12-03,2019-12-03,2019-12-03,33.47,32.4659,9178.21,109596.76,274.2219,-0.03,-275.41,0.564,Low,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030007,6,6,6,stop_loss
AMAT,Bullish,1,2019-11-26,2019-11-27,2019-12-03,2019-12-03,2019-12-03,57.89,56.1533,5585.35,109596.78,96.4821,-0.03,-167.58,0.6662,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,6,6,6,stop_loss
TGT,Bullish,1,2019-11-26,2019-11-27,2019-12-03,2019-12-03,2019-12-03,127.15,123.3355,13151.64,109596.96,103.434,-0.03,-394.6,0.7058,Low,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030004,6,6,6,stop_loss
FISV,Bullish,1,2019-11-26,2019-11-27,2019-12-05,2019-12-03,2019-12-05,116.17,114.79,12130.12,109598.36,104.417,-0.011879,-144.17,0.8481,Medium,Bull,0.07,0.0,0.07,0.07,-0.011879,-0.011885,8,6,8,expiry
DOC,Bullish,1,2019-11-26,2019-11-27,2019-12-02,2019-12-03,2019-12-02,34.86,33.8142,13151.82,109598.48,377.2753,-0.03,-394.68,0.9648,Medium,Bull,0.12,0.0,0.12,0.12,-0.03,-0.030009,5,6,5,stop_loss
KHC,Bullish,1,2019-11-26,2019-12-02,2019-12-12,2019-12-03,2019-12-12,30.5,31.94,13079.44,108995.37,428.8342,0.047213,617.41,0.5429,Low,Bull,0.11,0.0,0.11,0.11,0.047213,0.047205,10,1,10,expiry
CVS,Bullish,1,2019-11-26,2019-12-03,2019-12-12,2019-12-03,2019-12-12,74.39,74.26,12006.91,108828.42,161.4048,-0.001748,-21.04,0.4654,Medium,Bull,0.05,0.0,0.06,0.05,-0.001748,-0.001752,9,0,9,expiry
D,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,81.17,80.69,13038.29,108652.44,160.6295,-0.005913,-77.2,0.5039,High,Bull,0.1,0.0,0.1,0.09,-0.005913,-0.005921,7,5,7,expiry
AMD,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,39.95,42.59,8398.19,108652.57,210.2175,0.066083,554.96,0.5796,Medium,Bull,0.02,0.0,0.02,0.02,0.066083,0.06608,7,5,7,expiry
KO,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,54.21,54.14,13038.3,108652.51,240.5147,-0.001291,-16.9,0.5311,High,Bull,0.06,0.0,0.06,0.06,-0.001291,-0.001296,7,5,7,expiry
COP,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,61.0,62.59,13038.32,108652.65,213.7429,0.026066,339.77,0.599,Medium,Bull,0.08,0.0,0.08,0.08,0.026066,0.02606,7,5,7,expiry
UNH,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,279.24,283.61,13038.33,108652.72,46.6922,0.01565,203.99,0.695,Medium,Bull,0.05,0.0,0.05,0.05,0.01565,0.015646,7,5,7,expiry
PSKY,Bullish,1,2019-12-04,2019-12-05,2019-12-06,2019-12-10,2019-12-06,41.0,39.77,9194.01,108652.56,224.2442,-0.03,-275.87,0.5593,Medium,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030006,1,5,1,stop_loss
AMAT,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,56.33,60.36,6123.9,108652.67,108.7147,0.071543,438.1,0.6065,Low,Bull,0.02,0.0,0.02,0.02,0.071543,0.071539,7,5,7,expiry
TGT,Bullish,1,2019-12-04,2019-12-05,2019-12-12,2019-12-10,2019-12-12,125.06,127.52,13038.33,108652.78,104.2566,0.019671,256.42,0.8278,Low,Bull,0.05,0.0,0.05,0.05,0.019671,0.019666,7,5,7,expiry
ABBV,Bullish,1,2019-12-04,2019-12-06,2019-12-19,2019-12-10,2019-12-19,87.21,88.77,3006.97,108104.01,34.4796,0.017888,53.78,0.4818,Medium,Bull,0.01,0.0,0.01,0.01,0.017888,0.017886,13,4,13,expiry
PCG,Bullish,1,2019-12-11,2019-12-12,2019-12-13,2019-12-17,2019-12-13,12.05,11.6885,11010.59,110329.25,913.7419,-0.03,-330.39,1.2553,Low,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030007,1,5,1,stop_loss
HPQ,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,19.94,20.3,13239.5,110329.18,663.9669,0.018054,238.93,0.6356,Medium,Bull,0.09,0.0,0.1,0.09,0.018054,0.018047,7,5,7,expiry
HAL,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,23.51,24.48,7719.87,110329.08,328.3653,0.041259,318.47,0.6207,Medium,Bull,0.04,0.0,0.04,0.04,0.041259,0.041253,7,5,7,expiry
MDLZ,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,53.83,55.15,13239.47,110328.93,245.9497,0.024522,324.56,-0.5936,High,Bull,0.09,0.0,0.09,0.09,0.024522,0.024515,7,5,7,expiry
NVDA,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,5.4045,5.8865,6981.03,110328.84,1291.7074,0.089185,622.59,0.5634,Medium,Bull,0.01,0.0,0.01,0.01,0.089185,0.089183,7,5,7,expiry
CNC,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,58.75,61.87,12770.62,110328.82,217.3722,0.053106,678.11,0.5481,Medium,Bull,0.09,0.0,0.09,0.09,0.053106,0.053099,7,5,7,expiry
TSLA,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,23.6613,26.936,13239.45,110328.73,559.5394,0.138397,1832.27,0.5419,Medium,Bull,0.03,0.0,0.03,0.03,0.138397,0.138395,7,5,7,expiry
AES,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,18.88,19.55,13239.44,110328.7,701.2418,0.035487,469.69,-0.517,High,Bull,0.14,0.0,0.14,0.14,0.035487,0.035477,7,5,7,expiry
BKR,Bullish,1,2019-12-11,2019-12-12,2019-12-19,2019-12-17,2019-12-19,22.89,24.97,11309.71,110329.04,494.0894,0.090869,1027.59,0.6008,Medium,Bull,0.11,0.0,0.12,0.11,0.090869,0.090859,7,5,7,expiry
EXC,Bullish,1,2019-12-11,2019-12-13,2019-12-27,2019-12-17,2019-12-27,31.4551,32.3894,13354.94,111291.2,424.5721,0.029705,396.62,-0.5037,High,Bull,0.09,0.0,0.09,0.09,0.029705,0.029699,14,4,14,expiry
