alpha,effective_span,sharpe_ratio,cagr,total_return,annualised_turnover,trades_per_year,total_trades,max_drawdown,win_rate,final_capital,avg_rank_autocorr,decile_retention_rate
0.6,2.3333333333333335,0.5507523967858893,0.04064585961946099,0.26997179999999993,85.0767693519043,480.3,2918,-0.14634978037409413,0.4886908841672378,126997.18,0.8840257966135452,0.41627984084880637
0.7,1.8571428571428572,0.5690181122139717,0.05416025000688629,0.3721717000000001,85.83308812298604,476.8,2897,-0.14156947813767734,0.4905074214704867,137217.17,0.7959756869712943,0.33363726790450926
0.8,1.5,0.5690181122139717,0.05416025000688629,0.3721717000000001,85.83308812298604,476.8,2897,-0.14156947813767734,0.4905074214704867,137217.17,0.7959756869712943,0.33363726790450926
