variant,nonlinear_method,k,sharpe,cagr,max_drawdown,annualised_turnover,total_return,total_trades,optimal
linear_vol_adjusted,,,0.6315720656609213,0.006434230194739099,-0.014213932513910921,4.2995284412845995,0.03922259999999995,1325,False
nonlinear_vol,tanh,0.5,0.6315720656609213,0.04107592969461815,-0.11227447081449302,30.801435683018813,0.27312339999999996,1325,True
nonlinear_vol,tanh,1.0,0.6315720656609213,0.04107592969461815,-0.11227447081449302,30.801435683018813,0.27312339999999996,1325,False
nonlinear_vol,tanh,2.0,0.6315720656609213,0.04107592969461815,-0.11227447081449302,30.801435683018813,0.27312339999999996,1325,False
nonlinear_vol,tanh,3.0,0.6315720656609213,0.04107592969461815,-0.11227447081449302,30.801435683018813,0.27312339999999996,1325,False
